orderId,symbol,status,clientOrderId,price,avgPrice,origQty,executedQty,cumQty,cumQuote,timeInForce,type,reduceOnly,closePosition,side,positionSide,stopPrice,workingType,priceProtect,origType,updateTime
937275589,ETHUSDT,NEW,DaNydrlr0DVyrPASHk05Oz,0,0.00000,0.010,0,0,0,GTC,MARKET,False,False,BUY,BOTH,0,CONTRACT_PRICE,False,MARKET,1662321123045
3208183860,BTCUSDT,NEW,SKztI9gRozRKltAw0bftgS,0,0.00000,0.010,0,0,0,GTC,MARKET,False,False,BUY,BOTH,0,CONTRACT_PRICE,False,MARKET,1662321123321
236281709,XRPUSDT,NEW,T5KkBFvM1rzed83Ab9HbA8,0,0.00000,40,0,0,0,GTC,MARKET,False,False,BUY,BOTH,0,CONTRACT_PRICE,False,MARKET,1662321123397
3208184265,BTCUSDT,NEW,ZqEE3YvVNAZDXHYqgxZezp,0,0.00000,0.020,0,0,0,GTC,MARKET,False,False,SELL,BOTH,0,CONTRACT_PRICE,False,MARKET,1662321183384
236281725,XRPUSDT,NEW,2VEa4FI6Yi1PxcIwWm6TOi,0,0.00000,80,0,0,0,GTC,MARKET,False,False,SELL,BOTH,0,CONTRACT_PRICE,False,MARKET,1662321183398
3208184646,BTCUSDT,NEW,3fn33Sf2HebBmwbSvcfxK3,0,0.00000,0.020,0,0,0,GTC,MARKET,False,False,BUY,BOTH,0,CONTRACT_PRICE,False,MARKET,1662321243355
