sys_time,open_time,open,high,low,close,close_time
2022-09-05 01:22:01.543749,2022-09-05 01:09:00,20047.40,20220.00,19931.00,20065.50,2022-09-05 01:09:59
2022-09-05 01:22:01.544367,2022-09-05 01:10:00,20098.90,20199.90,19931.00,20115.50,2022-09-05 01:10:59
2022-09-05 01:22:01.544550,2022-09-05 01:11:00,20119.20,20239.00,19931.30,20107.80,2022-09-05 01:11:59
2022-09-05 01:22:01.544660,2022-09-05 01:12:00,20158.10,20239.00,19950.90,20239.00,2022-09-05 01:12:59
2022-09-05 01:22:01.544753,2022-09-05 01:13:00,20198.50,20241.40,19931.30,19978.70,2022-09-05 01:13:59
2022-09-05 01:22:01.544841,2022-09-05 01:14:00,20239.00,20239.00,19931.30,20239.00,2022-09-05 01:14:59
2022-09-05 01:22:01.544941,2022-09-05 01:15:00,20198.50,20239.00,19912.20,19912.20,2022-09-05 01:15:59
2022-09-05 01:22:01.545029,2022-09-05 01:16:00,19912.20,20239.00,19908.00,20224.30,2022-09-05 01:16:59
2022-09-05 01:22:01.545116,2022-09-05 01:17:00,20198.50,20239.00,20100.00,20239.00,2022-09-05 01:17:59
2022-09-05 01:22:01.545225,2022-09-05 01:18:00,20239.00,20239.00,19908.00,20100.00,2022-09-05 01:18:59
2022-09-05 01:22:01.546227,2022-09-05 01:19:00,20010.30,20239.00,19908.00,20239.00,2022-09-05 01:19:59
2022-09-05 01:22:01.547347,2022-09-05 01:20:00,20181.30,20241.00,19908.00,20200.00,2022-09-05 01:20:59
2022-09-05 01:22:01.547477,2022-09-05 01:21:00,20000.00,20200.00,19908.10,20200.00,2022-09-05 01:21:59
