sys_time,open_time,open,high,low,close,close_time
2022-09-05 01:41:01.627273,2022-09-05 00:48:00,20100.00,20241.00,20000.00,20189.00,2022-09-05 00:48:59
2022-09-05 01:41:01.627607,2022-09-05 00:49:00,20100.00,20241.00,20000.00,20084.00,2022-09-05 00:49:59
2022-09-05 01:41:01.627705,2022-09-05 00:50:00,20050.00,20230.00,19925.00,20189.00,2022-09-05 00:50:59
2022-09-05 01:41:01.627791,2022-09-05 00:51:00,20189.00,20230.00,19921.00,19938.40,2022-09-05 00:51:59
2022-09-05 01:41:01.627874,2022-09-05 00:52:00,20000.00,20230.00,19920.00,20172.50,2022-09-05 00:52:59
2022-09-05 01:41:01.627955,2022-09-05 00:53:00,20189.50,20230.00,19900.00,20180.00,2022-09-05 00:53:59
2022-09-05 01:41:01.628035,2022-09-05 00:54:00,20196.80,20230.00,20000.00,20200.00,2022-09-05 00:54:59
2022-09-05 01:41:01.628134,2022-09-05 00:55:00,20200.00,20230.00,19921.00,20051.30,2022-09-05 00:55:59
2022-09-05 01:41:01.628218,2022-09-05 00:56:00,20038.90,20230.00,20000.30,20100.00,2022-09-05 00:56:59
2022-09-05 01:41:01.628298,2022-09-05 00:57:00,20100.00,20230.00,19950.10,20135.60,2022-09-05 00:57:59
2022-09-05 01:41:01.628388,2022-09-05 00:58:00,20150.00,20229.00,19950.10,19950.10,2022-09-05 00:58:59
2022-09-05 01:41:01.628467,2022-09-05 00:59:00,20050.00,20229.00,19950.10,20200.00,2022-09-05 00:59:59
2022-09-05 01:41:01.628543,2022-09-05 01:00:00,20159.60,20230.00,19950.10,20143.30,2022-09-05 01:00:59
2022-09-05 01:41:01.628622,2022-09-05 01:01:00,20149.10,20230.00,19950.10,20100.00,2022-09-05 01:01:59
2022-09-05 01:41:01.628701,2022-09-05 01:02:00,20100.00,20230.00,19950.10,20230.00,2022-09-05 01:02:59
2022-09-05 01:41:01.628778,2022-09-05 01:03:00,20189.50,20230.00,19950.10,20050.00,2022-09-05 01:03:59
2022-09-05 01:41:01.628857,2022-09-05 01:04:00,20050.00,20222.00,20020.60,20222.00,2022-09-05 01:04:59
2022-09-05 01:41:01.628935,2022-09-05 01:05:00,20181.60,20222.00,19930.00,20000.00,2022-09-05 01:05:59
2022-09-05 01:41:01.629013,2022-09-05 01:06:00,20000.00,20241.40,19930.00,20047.60,2022-09-05 01:06:59
2022-09-05 01:41:01.629105,2022-09-05 01:07:00,20050.00,20220.00,19930.30,19930.30,2022-09-05 01:07:59
2022-09-05 01:41:01.629203,2022-09-05 01:08:00,20100.00,20220.00,19931.00,20047.40,2022-09-05 01:08:59
2022-09-05 01:41:01.629294,2022-09-05 01:09:00,20047.40,20220.00,19931.00,20065.50,2022-09-05 01:09:59
2022-09-05 01:41:01.629376,2022-09-05 01:10:00,20098.90,20199.90,19931.00,20115.50,2022-09-05 01:10:59
2022-09-05 01:41:01.629455,2022-09-05 01:11:00,20119.20,20239.00,19931.30,20107.80,2022-09-05 01:11:59
2022-09-05 01:41:01.629534,2022-09-05 01:12:00,20158.10,20239.00,19950.90,20239.00,2022-09-05 01:12:59
2022-09-05 01:41:01.629614,2022-09-05 01:13:00,20198.50,20241.40,19931.30,19978.70,2022-09-05 01:13:59
2022-09-05 01:41:01.629704,2022-09-05 01:14:00,20239.00,20239.00,19931.30,20239.00,2022-09-05 01:14:59
2022-09-05 01:41:01.629783,2022-09-05 01:15:00,20198.50,20239.00,19912.20,19912.20,2022-09-05 01:15:59
2022-09-05 01:41:01.629860,2022-09-05 01:16:00,19912.20,20239.00,19908.00,20224.30,2022-09-05 01:16:59
2022-09-05 01:41:01.629939,2022-09-05 01:17:00,20198.50,20239.00,20100.00,20239.00,2022-09-05 01:17:59
2022-09-05 01:41:01.630018,2022-09-05 01:18:00,20239.00,20239.00,19908.00,20100.00,2022-09-05 01:18:59
2022-09-05 01:41:01.630150,2022-09-05 01:19:00,20010.30,20239.00,19908.00,20239.00,2022-09-05 01:19:59
2022-09-05 01:41:01.630239,2022-09-05 01:20:00,20181.30,20241.00,19908.00,20200.00,2022-09-05 01:20:59
2022-09-05 01:41:01.630322,2022-09-05 01:21:00,20000.00,20200.00,19908.10,20200.00,2022-09-05 01:21:59
2022-09-05 01:41:01.630414,2022-09-05 01:22:00,20159.60,20239.00,19908.00,20135.60,2022-09-05 01:22:59
2022-09-05 01:41:01.630507,2022-09-05 01:23:00,20077.60,20241.00,19908.00,19964.40,2022-09-05 01:23:59
2022-09-05 01:41:01.630613,2022-09-05 01:24:00,20100.00,20239.00,19964.40,20131.80,2022-09-05 01:24:59
2022-09-05 01:41:01.630691,2022-09-05 01:25:00,20150.00,20200.00,20110.60,20200.00,2022-09-05 01:25:59
