sys_time,open_time,open,high,low,close,close_time
2022-09-05 01:30:01.574199,2022-09-05 00:37:00,0.3330,0.3386,0.3330,0.3386,2022-09-05 00:37:59
2022-09-05 01:30:01.574590,2022-09-05 00:38:00,0.3376,0.3376,0.3324,0.3335,2022-09-05 00:38:59
2022-09-05 01:30:01.574760,2022-09-05 00:39:00,0.3325,0.3335,0.3325,0.3335,2022-09-05 00:39:59
2022-09-05 01:30:01.574859,2022-09-05 00:40:00,0.3324,0.3335,0.3324,0.3335,2022-09-05 00:40:59
2022-09-05 01:30:01.574951,2022-09-05 00:41:00,0.3324,0.3346,0.3324,0.3324,2022-09-05 00:41:59
2022-09-05 01:30:01.575030,2022-09-05 00:42:00,0.3324,0.3335,0.3324,0.3325,2022-09-05 00:42:59
2022-09-05 01:30:01.575106,2022-09-05 00:43:00,0.3325,0.3346,0.3325,0.3339,2022-09-05 00:43:59
2022-09-05 01:30:01.575180,2022-09-05 00:44:00,0.3335,0.3353,0.3335,0.3344,2022-09-05 00:44:59
2022-09-05 01:30:01.575255,2022-09-05 00:45:00,0.3344,0.3354,0.3338,0.3354,2022-09-05 00:45:59
2022-09-05 01:30:01.575342,2022-09-05 00:46:00,0.3333,0.3357,0.3180,0.3357,2022-09-05 00:46:59
2022-09-05 01:30:01.575420,2022-09-05 00:47:00,0.3350,0.3354,0.3337,0.3354,2022-09-05 00:47:59
2022-09-05 01:30:01.575508,2022-09-05 00:48:00,0.3347,0.3354,0.3274,0.3333,2022-09-05 00:48:59
2022-09-05 01:30:01.575598,2022-09-05 00:49:00,0.3333,0.3354,0.3274,0.3334,2022-09-05 00:49:59
2022-09-05 01:30:01.575674,2022-09-05 00:50:00,0.3334,0.3357,0.3334,0.3334,2022-09-05 00:50:59
2022-09-05 01:30:01.575752,2022-09-05 00:51:00,0.3334,0.3357,0.3274,0.3333,2022-09-05 00:51:59
2022-09-05 01:30:01.575827,2022-09-05 00:52:00,0.3333,0.3347,0.3329,0.3340,2022-09-05 00:52:59
2022-09-05 01:30:01.575917,2022-09-05 00:53:00,0.3334,0.3357,0.3334,0.3334,2022-09-05 00:53:59
2022-09-05 01:30:01.576006,2022-09-05 00:54:00,0.3334,0.3347,0.3334,0.3347,2022-09-05 00:54:59
2022-09-05 01:30:01.576096,2022-09-05 00:55:00,0.3335,0.3368,0.3335,0.3335,2022-09-05 00:55:59
2022-09-05 01:30:01.576185,2022-09-05 00:56:00,0.3335,0.3348,0.3335,0.3335,2022-09-05 00:56:59
2022-09-05 01:30:01.576274,2022-09-05 00:57:00,0.3335,0.3348,0.3334,0.3334,2022-09-05 00:57:59
2022-09-05 01:30:01.576375,2022-09-05 00:58:00,0.3334,0.3361,0.3332,0.3332,2022-09-05 00:58:59
2022-09-05 01:30:01.576464,2022-09-05 00:59:00,0.3332,0.3361,0.3331,0.3331,2022-09-05 00:59:59
2022-09-05 01:30:01.576553,2022-09-05 01:00:00,0.3331,0.3343,0.3331,0.3343,2022-09-05 01:00:59
2022-09-05 01:30:01.576644,2022-09-05 01:01:00,0.3331,0.3343,0.3331,0.3331,2022-09-05 01:01:59
2022-09-05 01:30:01.576735,2022-09-05 01:02:00,0.3331,0.3368,0.3331,0.3343,2022-09-05 01:02:59
2022-09-05 01:30:01.576828,2022-09-05 01:03:00,0.3343,0.3355,0.3343,0.3355,2022-09-05 01:03:59
2022-09-05 01:30:01.576917,2022-09-05 01:04:00,0.3348,0.3355,0.3343,0.3355,2022-09-05 01:04:59
2022-09-05 01:30:01.577006,2022-09-05 01:05:00,0.3342,0.3361,0.3341,0.3341,2022-09-05 01:05:59
2022-09-05 01:30:01.577095,2022-09-05 01:06:00,0.3341,0.3359,0.3341,0.3359,2022-09-05 01:06:59
2022-09-05 01:30:01.577184,2022-09-05 01:07:00,0.3341,0.3370,0.3336,0.3336,2022-09-05 01:07:59
2022-09-05 01:30:01.577274,2022-09-05 01:08:00,0.3336,0.3351,0.3336,0.3336,2022-09-05 01:08:59
2022-09-05 01:30:01.577379,2022-09-05 01:09:00,0.3336,0.3366,0.3335,0.3335,2022-09-05 01:09:59
2022-09-05 01:30:01.577469,2022-09-05 01:10:00,0.3335,0.3350,0.3335,0.3336,2022-09-05 01:10:59
2022-09-05 01:30:01.577557,2022-09-05 01:11:00,0.3336,0.3366,0.3336,0.3337,2022-09-05 01:11:59
2022-09-05 01:30:01.577648,2022-09-05 01:12:00,0.3337,0.3366,0.3337,0.3353,2022-09-05 01:12:59
2022-09-05 01:30:01.577737,2022-09-05 01:13:00,0.3335,0.3417,0.3334,0.3334,2022-09-05 01:13:59
2022-09-05 01:30:01.577829,2022-09-05 01:14:00,0.3334,0.3335,0.3334,0.3335,2022-09-05 01:14:59
2022-09-05 01:30:01.577919,2022-09-05 01:15:00,0.3334,0.3335,0.3274,0.3334,2022-09-05 01:15:59
2022-09-05 01:30:01.578008,2022-09-05 01:16:00,0.3334,0.3347,0.3333,0.3346,2022-09-05 01:16:59
2022-09-05 01:30:01.578125,2022-09-05 01:17:00,0.3332,0.3348,0.3332,0.3348,2022-09-05 01:17:59
2022-09-05 01:30:01.578216,2022-09-05 01:18:00,0.3344,0.3344,0.3344,0.3344,2022-09-05 01:18:59
2022-09-05 01:30:01.578305,2022-09-05 01:19:00,0.3344,0.3348,0.3344,0.3344,2022-09-05 01:19:59
2022-09-05 01:30:01.578423,2022-09-05 01:20:00,0.3344,0.3350,0.3344,0.3350,2022-09-05 01:20:59
2022-09-05 01:30:01.578513,2022-09-05 01:21:00,0.3344,0.3360,0.3343,0.3343,2022-09-05 01:21:59
2022-09-05 01:30:01.578604,2022-09-05 01:22:00,0.3339,0.3360,0.3274,0.3342,2022-09-05 01:22:59
2022-09-05 01:30:01.578714,2022-09-05 01:23:00,0.3332,0.3361,0.3274,0.3338,2022-09-05 01:23:59
2022-09-05 01:30:01.578805,2022-09-05 01:24:00,0.3338,0.3361,0.3338,0.3338,2022-09-05 01:24:59
2022-09-05 01:30:01.578897,2022-09-05 01:25:00,0.3338,0.3354,0.3333,0.3333,2022-09-05 01:25:59
2022-09-05 01:30:01.578987,2022-09-05 01:26:00,0.3338,0.3354,0.3337,0.3337,2022-09-05 01:26:59
2022-09-05 01:30:01.579079,2022-09-05 01:27:00,0.3337,0.3364,0.3337,0.3364,2022-09-05 01:27:59
2022-09-05 01:30:01.579169,2022-09-05 01:28:00,0.3357,0.3357,0.3337,0.3353,2022-09-05 01:28:59
2022-09-05 01:30:01.579260,2022-09-05 01:29:00,0.3339,0.3364,0.3273,0.3273,2022-09-05 01:29:59
