sys_time,open_time,open,high,low,close,close_time
2022-09-05 01:43:01.492244,2022-09-05 00:50:00,1568.69,1568.98,1568.00,1568.33,2022-09-05 00:50:59
2022-09-05 01:43:01.492961,2022-09-05 00:51:00,1568.45,1568.55,1567.61,1568.04,2022-09-05 00:51:59
2022-09-05 01:43:01.493081,2022-09-05 00:52:00,1568.20,1569.71,1568.20,1568.85,2022-09-05 00:52:59
2022-09-05 01:43:01.493175,2022-09-05 00:53:00,1568.87,1570.00,1568.69,1568.69,2022-09-05 00:53:59
2022-09-05 01:43:01.493247,2022-09-05 00:54:00,1568.78,1568.94,1568.23,1568.47,2022-09-05 00:54:59
2022-09-05 01:43:01.493305,2022-09-05 00:55:00,1568.47,1569.97,1567.95,1569.42,2022-09-05 00:55:59
2022-09-05 01:43:01.493364,2022-09-05 00:56:00,1569.53,1569.74,1568.77,1568.86,2022-09-05 00:56:59
2022-09-05 01:43:01.493422,2022-09-05 00:57:00,1568.72,1568.76,1568.29,1568.70,2022-09-05 00:57:59
2022-09-05 01:43:01.493479,2022-09-05 00:58:00,1568.69,1568.89,1568.29,1568.29,2022-09-05 00:58:59
2022-09-05 01:43:01.493537,2022-09-05 00:59:00,1568.38,1569.10,1568.38,1568.63,2022-09-05 00:59:59
2022-09-05 01:43:01.493595,2022-09-05 01:00:00,1568.57,1569.54,1568.57,1568.79,2022-09-05 01:00:59
2022-09-05 01:43:01.493679,2022-09-05 01:01:00,1568.70,1568.70,1567.52,1567.57,2022-09-05 01:01:59
2022-09-05 01:43:01.493793,2022-09-05 01:02:00,1567.54,1567.58,1566.17,1567.11,2022-09-05 01:02:59
2022-09-05 01:43:01.493864,2022-09-05 01:03:00,1567.10,1568.15,1566.63,1567.61,2022-09-05 01:03:59
2022-09-05 01:43:01.493920,2022-09-05 01:04:00,1567.41,1567.44,1566.83,1567.41,2022-09-05 01:04:59
2022-09-05 01:43:01.494006,2022-09-05 01:05:00,1567.40,1567.41,1566.50,1566.50,2022-09-05 01:05:59
2022-09-05 01:43:01.494090,2022-09-05 01:06:00,1566.27,1566.27,1565.47,1565.61,2022-09-05 01:06:59
2022-09-05 01:43:01.494159,2022-09-05 01:07:00,1565.60,1566.06,1565.21,1566.01,2022-09-05 01:07:59
2022-09-05 01:43:01.494218,2022-09-05 01:08:00,1566.15,1566.19,1565.91,1565.91,2022-09-05 01:08:59
2022-09-05 01:43:01.494274,2022-09-05 01:09:00,1565.89,1566.29,1565.49,1566.29,2022-09-05 01:09:59
2022-09-05 01:43:01.494332,2022-09-05 01:10:00,1566.33,1567.06,1566.16,1567.06,2022-09-05 01:10:59
2022-09-05 01:43:01.494388,2022-09-05 01:11:00,1567.06,1567.14,1565.88,1566.29,2022-09-05 01:11:59
2022-09-05 01:43:01.494504,2022-09-05 01:12:00,1566.45,1567.18,1566.45,1566.49,2022-09-05 01:12:59
2022-09-05 01:43:01.494605,2022-09-05 01:13:00,1566.49,1568.54,1566.49,1568.16,2022-09-05 01:13:59
2022-09-05 01:43:01.494696,2022-09-05 01:14:00,1568.12,1568.59,1568.12,1568.38,2022-09-05 01:14:59
2022-09-05 01:43:01.494797,2022-09-05 01:15:00,1568.44,1568.44,1567.65,1567.98,2022-09-05 01:15:59
2022-09-05 01:43:01.494869,2022-09-05 01:16:00,1568.01,1568.19,1567.48,1567.56,2022-09-05 01:16:59
2022-09-05 01:43:01.494927,2022-09-05 01:17:00,1567.56,1567.70,1566.98,1567.32,2022-09-05 01:17:59
2022-09-05 01:43:01.494982,2022-09-05 01:18:00,1567.32,1567.39,1566.57,1567.07,2022-09-05 01:18:59
2022-09-05 01:43:01.495039,2022-09-05 01:19:00,1567.03,1567.07,1566.57,1567.07,2022-09-05 01:19:59
2022-09-05 01:43:01.495097,2022-09-05 01:20:00,1567.19,1567.19,1566.79,1566.80,2022-09-05 01:20:59
2022-09-05 01:43:01.495153,2022-09-05 01:21:00,1566.81,1566.85,1566.21,1566.62,2022-09-05 01:21:59
2022-09-05 01:43:01.495236,2022-09-05 01:22:00,1566.46,1567.20,1566.00,1567.06,2022-09-05 01:22:59
2022-09-05 01:43:01.495329,2022-09-05 01:23:00,1566.88,1567.86,1566.58,1567.70,2022-09-05 01:23:59
2022-09-05 01:43:01.495402,2022-09-05 01:24:00,1567.70,1567.70,1566.71,1566.71,2022-09-05 01:24:59
2022-09-05 01:43:01.495461,2022-09-05 01:25:00,1566.72,1567.23,1566.64,1567.06,2022-09-05 01:25:59
2022-09-05 01:43:01.495556,2022-09-05 01:26:00,1567.18,1567.19,1566.89,1566.89,2022-09-05 01:26:59
2022-09-05 01:43:01.495647,2022-09-05 01:27:00,1566.78,1567.18,1566.49,1566.73,2022-09-05 01:27:59
2022-09-05 01:43:01.495740,2022-09-05 01:28:00,1566.77,1567.13,1566.57,1566.57,2022-09-05 01:28:59
2022-09-05 01:43:01.495799,2022-09-05 01:29:00,1566.51,1567.29,1566.33,1567.12,2022-09-05 01:29:59
2022-09-05 01:43:01.495856,2022-09-05 01:30:00,1567.63,1569.50,1567.63,1568.82,2022-09-05 01:30:59
2022-09-05 01:43:01.495926,2022-09-05 01:31:00,1568.82,1569.01,1568.43,1568.92,2022-09-05 01:31:59
2022-09-05 01:43:01.496020,2022-09-05 01:32:00,1568.91,1568.91,1567.96,1568.90,2022-09-05 01:32:59
2022-09-05 01:43:01.496103,2022-09-05 01:33:00,1568.73,1568.73,1567.36,1567.48,2022-09-05 01:33:59
2022-09-05 01:43:01.496161,2022-09-05 01:34:00,1567.48,1567.48,1565.94,1566.39,2022-09-05 01:34:59
2022-09-05 01:43:01.496273,2022-09-05 01:35:00,1566.39,1567.39,1565.95,1567.23,2022-09-05 01:35:59
2022-09-05 01:43:01.496355,2022-09-05 01:36:00,1567.24,1567.57,1566.37,1566.37,2022-09-05 01:36:59
2022-09-05 01:43:01.496414,2022-09-05 01:37:00,1566.58,1566.90,1564.83,1564.96,2022-09-05 01:37:59
2022-09-05 01:43:01.496471,2022-09-05 01:38:00,1565.06,1565.06,1564.32,1564.32,2022-09-05 01:38:59
2022-09-05 01:43:01.496526,2022-09-05 01:39:00,1564.47,1565.45,1564.47,1565.09,2022-09-05 01:39:59
2022-09-05 01:43:01.496584,2022-09-05 01:40:00,1565.26,1565.91,1564.71,1565.43,2022-09-05 01:40:59
2022-09-05 01:43:01.496641,2022-09-05 01:41:00,1565.75,1566.44,1565.13,1566.13,2022-09-05 01:41:59
2022-09-05 01:43:01.496769,2022-09-05 01:42:00,1566.05,1566.44,1565.93,1566.20,2022-09-05 01:42:59
